real,forecast
27.15399933,21.94258819898442
28.77199936,21.41676415931491
30.60099983,22.55522333561611
32.00799942,24.653647698487344
33.13299942,22.919348016540013
31.51499939,22.328445464513447
31.02300072,22.952547886596903
31.44499969,25.396393966435074
31.72599983,23.93449366879086
30.95299911,23.344045516932134
30.45999908,23.836641665432964
28.91300011,25.81594252293452
30.38999939,23.457729961499094
31.51499939,23.120468833621075
31.23399925,24.318277314422893
30.53100014,26.64793883365197
30.10899925,24.297163473572144
30.31999969,23.97870307344192
29.61599922,24.930946864349348
30.53100014,26.747649728933716
32.99300003,25.000329645715183
30.24900055,24.611451877106976
30.24900055,25.068958877243627
30.67099953,26.77367144862063
31.58600044,25.463849845395146
31.93799973,25.094280858920705
28.9829998,25.713133608033342
27.71699905,27.215644256720722
30.67099953,26.020228905744993
24.34000015,25.578747967002002
29.68600082,25.903559657262885
30.24900055,27.49969433085954
29.96800041,26.51551151102343
29.54599953,26.026256876463442
28.49099922,26.25021574536237
28.56100082,27.346449889184974
28.77199936,25.82241973901872
27.71699905,25.54802618524703
28.13899994,25.641287892784113
27.36499977,27.896894790708743
26.73200035,26.399306839696294
26.37999916,26.07647068407215
25.39500046,26.098250451521764
27.9279995,27.86284385199684
28.9829998,26.81001126909665
29.75699997,26.48033813313063
30.60099983,26.12314306627804
32.64099884,28.336315704890026
35.38499832,27.452443625688844
37.2840004,27.112544157709856
38.47999954,27.500320454118068
36.79100037,29.634897949078177
34.11800003,27.93236711448443
33.8370018,27.592695387847698
33.27399826,27.61662149674786
32.92200089,29.53358132825069
33.62599945,28.590062251476212
32.64099884,28.16892147136607
31.58600044,27.797332902855743
31.09300041,29.754206256674756
30.74200058,28.15069762569938
29.33499908,27.878248029310434
28.77199936,27.569232116361754
29.12400055,29.780151066471106
29.26399994,28.548973464168085
29.40500069,28.247481439539445
28.91300011,28.011295721917325
29.89699936,29.84134095283451
30.53100014,28.711320167018968
30.67099953,28.388383034191868
30.67099953,27.887054435344936
31.09300041,30.07462749805519
30.88199997,29.086729293447746
32.71099854,28.759557603195688
34.75099945,28.291439472545342
34.40000153,30.62113261899913
34.32899857,29.463501912246755
33.62599945,29.092564271864852
33.55599976,29.17729285401044
32.7820015,30.356760578537383
32.14899826,29.741766043438993
31.23399925,29.325672802750756
30.53100014,29.10180785378566
30.95299911,30.13362791727305
30.31999969,29.008803058905468
29.40500069,28.823280804886735
28.70199966,29.41921575569667
28.77199936,30.176401324716885
28.91300011,29.516604556266902
28.27899933,29.221889578231917
28.63100052,29.519495720712875
28.77199936,30.47513146285499
29.96800041,29.918430120936897
29.75699997,29.649665390980175
30.31999969,29.867485153871066
31.44499969,30.50629054590585
30.74200058,30.00608156674999
31.65600014,29.70725891173005
32.28900146,29.914135101341415
32.85200119,30.789013403798194
32.07799911,30.487479415439836
31.86700058,30.222747860985052
31.375,30.2565087458019
30.88199997,30.90373996308508
30.88199997,29.621393040242328
29.96800041,29.34509624103762
29.96800041,30.397557353537568
29.47500038,30.73526161290063
29.33499908,29.785773750991588
29.82699966,29.60609193981963
29.12400055,30.28076076671978
28.56100082,30.74849332055655
28.63100052,29.703497986492174
27.78700066,29.388543411773327
27.50600052,30.315824542073067
28.06800079,30.759268141837254
29.61599922,30.421166206851897
29.47500038,30.19833414969299
29.0529995,30.329272933183894
29.47500038,30.814519540385085
29.12400055,30.46340070453654
29.68600082,30.167043113687242
31.02300072,30.358365924957965
31.16399956,30.95197025577977
30.67099953,30.643829783470604
29.96800041,30.38169535309316
30.17900085,30.357650834351
29.47500038,31.139080174656705
29.40500069,30.801755813396213
28.20899963,30.541594258671203
29.12400055,30.449733971960818
28.56100082,30.78797823696033
29.19400024,29.876484679925085
28.56100082,29.727566219448928
29.26399994,30.21732078211825
29.0529995,30.60706365869897
28.91300011,29.87880140503436
29.82699966,29.73413555257899
29.82699966,30.17370642661696
29.19400024,30.594681606858423
30.88199997,29.943711910109513
31.23399925,29.764565097653144
32.21900177,30.1422580459037
32.99300003,30.68885475802216
33.9070015,29.552397341233494
34.75099945,29.181108815981737
34.75099945,30.1322635795989
34.8219986,31.34550781933398
34.89199829,30.3491003043959
33.34400177,30.095269160157596
31.65600014,29.777046150003127
33.48500061,31.450755535105642
32.64099884,30.52172486642272
32.5,30.242781848590802
33.06299973,29.87812764139457
33.48500061,31.370593668368485
33.69599915,30.23999648377912
33.55599976,30.0114466687734
33.34400177,30.28286242266106
32.99300003,31.55522442081429
33.34400177,30.57859564494353
33.9070015,30.31837909970804
33.20399857,30.37912312843296
34.18899918,31.67669811458785
35.9469986,30.642810689060923
36.36899948,30.360291718573194
36.08800125,29.93671435912293
36.08800125,32.06001122512022
36.22900009,31.091825476922565
38.4090004,30.82012487938578
39.60499954,31.03370159614193
40.09799957,32.57992014743596
40.52000046,31.359456313978374
37.84700012,31.102040041688134
37.35400009,30.62893425066831
36.01800156,32.78919098382683
36.15800095,31.76404304937918
36.01800156,31.411228311573417
36.22900009,30.816502066955632
36.50999832,32.34349138621951
36.72100067,31.32850769884012
36.58000183,31.06100141667639
37.70600128,31.293312109355256
37.70600128,32.36597180693682
37.63600159,31.40461296667533
37.00299835,31.139657954817075
38.54999924,31.847068896817547
38.05799866,32.85777157663533
37.00299835,31.756173686061928
37.00299835,31.49405596487575
29.82699966,31.98685064021373
32.85200119,33.25435977977926
36.15800095,32.201291407702435
35.80699921,31.84606964988228
37.77600098,32.27375857624914
39.53499985,33.5222427516547
38.26900101,32.37468596074187
34.75099945,31.98871441812978
33.76699829,32.430418898037594
32.85200119,33.574012718441466
33.13299942,32.75291945879625
34.32899857,32.33001079659113
35.38499832,32.61315173994061
34.54000092,33.070927032328385
32.71099854,32.22489503247153
33.9070015,31.899950549246473
34.68099976,32.547131958862025
35.66600037,33.33540374154662
34.47000122,32.547954737536955
35.31399918,32.179166096235775
33.8370018,32.52383007995824
35.8769989,33.835256914679626
35.52500153,32.77087426674767
36.58000183,32.36755236972804
37.35400009,32.60509119674618
34.61100006,33.962440676053546
33.8370018,33.162822820156265
33.20399857,32.784722305662626
34.68099976,32.97355144414338
36.72100067,33.81575391767149
34.75099945,33.493481091162664
24.90299988,33.12246032145895
32.85200119,33.133272228161445
33.13299942,34.37176259477512
29.96800041,33.60298986907274
30.38999939,33.20519616761805
31.375,33.07073048424002
31.30400085,33.92693429804203
32.64099884,32.906848124823526
33.34400177,32.56355124540784
33.34400177,32.95192516010047
34.61100006,33.75924421847105
33.9070015,33.078991884755816
34.54000092,32.74169994516494
35.38499832,32.77356925620876
34.32899857,34.32680400014477
31.58600044,33.323930156895564
31.375,32.988645324130694
30.74200058,32.47774550540984
31.58600044,34.057610818146486
31.375,33.07471874125835
31.02300072,32.659765253039794
25.81699944,33.331900303318136
24.90299988,34.559400464580534
18.00900078,33.617358682687666
22.44099998,33.263500799100946
16.88299942,32.7043548970036
22.0890007,34.35319279204924
24.1989994,33.334354560376894
25.74699974,32.94268367774282
26.52099991,32.23300155497599
26.94300079,34.092974579983604
27.36499977,32.705517084523684
28.35000038,32.29008448076859
28.06800079,31.732046018107738
28.35000038,34.41369891784714
27.9279995,33.087210207399096
27.71699905,32.63786003335048
29.89699936,32.48542836826179
30.17900085,34.66263324460351
31.44499969,33.21650852930084
33.20399857,32.686144062618474
33.41500092,31.82839147471325
32.71099854,34.572251829536775
32.85200119,33.395002577668045
33.20399857,32.91746436561674
34.04800034,32.36394866726358
35.52500153,34.913550321008344
34.47000122,33.67979389512462
35.59600067,33.1651182333235
33.62599945,32.356452529997235
32.14899826,35.182710744193685
32.00799942,33.95504189297543
31.72599983,33.399756726554315
30.88199997,32.54296161545762
31.30400085,34.67629599735572
31.23399925,32.43219447450811
31.72599983,31.84836434851507
31.23399925,31.79709500938027
31.86700058,34.65204142985349
32.21900177,33.373155360163054
31.72599983,32.87138037784709
32.28900146,32.24284682317682
34.25899887,34.53082927421888
33.97800064,33.421278987357674
34.47000122,32.918392382570076
35.24399948,32.00278780044116
36.29899979,34.69898588939431
36.72100067,33.619285990459524
38.3390007,33.13708733921061
40.02700043,32.57052859870238
37.98699951,35.10980682471174
39.11299896,33.718234387652444
37.00299835,33.14902228977304
35.24399948,32.06218885633286
34.18899918,34.81450377967582
33.8370018,33.94018793184475
33.48500061,33.374044307295236
33.48500061,32.193112736217266
34.61100006,33.989765598805086
33.9070015,32.31071330991284
33.55599976,31.919122280775923
34.89199829,31.84890795465173
34.9620018,33.876840033406474
34.8219986,32.23637738009407
34.68099976,31.93787890841326
36.58000183,32.5676505628662
34.40000153,33.96907363081627
36.08800125,32.3213431745483
36.22900009,32.02270781340384
36.29899979,32.80231635168799
35.9469986,34.08390277456663
37.35400009,32.67800114447387
38.54999924,32.28586178881223
38.05799866,32.499881231850445
35.52500153,34.62194260222331
35.66600037,32.97366204055536
33.13299942,32.50941972960597
33.62599945,32.601423610443774
35.24399948,34.347930973930175
33.55599976,33.155139139663
33.9070015,32.70160795972154
33.69599915,32.35246073844576
33.76699829,33.83526133045459
33.62599945,32.17656180234433
33.48500061,31.800361668972187
33.13299942,32.203793771336734
32.92200089,33.90966884533196
31.65600014,32.52183726970972
32.85200119,32.07285651489164
32.21900177,31.99037802364038
31.72599983,33.96323550334446
32.64099884,32.49304548040799
32.14899826,32.061462585911585
27.50600052,31.98695539103532
29.26399994,33.652826387373864
31.44499969,32.49995258833013
31.51499939,32.10719479017353
32.07799911,32.13714245820975
32.07799911,33.76871893007848
33.8370018,32.696334315456426
34.04800034,32.23899822005984
33.69599915,32.34329277572006
33.48500061,34.0470537145634
32.71099854,32.77451398752078
32.64099884,32.30393650274682
32.43000031,31.871387090388975
32.00799942,33.433098928973614
31.65600014,31.92157649571144
31.375,31.506206616747264
31.58600044,31.59318457179055
32.43000031,33.24603001309287
31.79700089,32.01544515343236
33.20399857,31.675804531335466
34.68099976,31.40791486902347
34.40000153,33.51936634195168
36.93199921,32.15608971626714
33.48500061,31.814552924967664
33.62599945,31.400520126676916
33.20399857,33.51274541830241
33.27399826,32.533698732027275
35.52500153,32.1054208530282
35.03300095,31.85221237485405
35.66600037,33.88199368526856
33.69599915,32.588829684656304
34.40000153,32.14689529910736
36.79100037,31.385106762261366
35.9469986,34.18251089082931
35.38499832,32.95976079777641
34.32899857,32.451938726722865
35.73600006,31.667981776351333
34.89199829,33.75111216046409
35.31399918,32.57343718575001
35.31399918,32.24353452774555
35.8769989,32.23407428127811
35.52500153,33.96578616041717
34.47000122,33.35820518302471
34.25899887,33.06306780511723
37.2140007,32.771477797584836
40.94200134,34.16310252469958
38.76100159,33.67704656911705
35.24399948,33.41445485831045
33.06299973,33.36512532784319
